Gene stable ID	Gene name	Chromosome/scaffold name
ENSMUSG00000087829	Gm22277	17
ENSMUSG00000098931	Mir8099-2	12
ENSMUSG00000077669	Gm24255	11
ENSMUSG00000075524	4930407I10Rik	15
ENSMUSG00000065475	Mir27b	13
ENSMUSG00000065155	Gm25481	X
ENSMUSG00000089001	Gm23852	16
ENSMUSG00000095319	Gm25465	16
ENSMUSG00000077972	Mir466f-1	2
ENSMUSG00000075289	Carns1	19
ENSMUSG00000065628	Snord33	7
ENSMUSG00000098612	Mir6241	14
ENSMUSG00000064606	Gm25899	4
ENSMUSG00000089251	Gm25714	3
ENSMUSG00000090592	Gm17571	9
ENSMUSG00000075833	Gm22003	12
ENSMUSG00000065340	Gm25578	1
ENSMUSG00000055968	Gm9988	8
ENSMUSG00000023169	Slc38a1	15
ENSMUSG00000093791	Gm24092	1
ENSMUSG00000099042	Mir7066	8
ENSMUSG00000093119	Gm25640	9
ENSMUSG00000093065	Gm23154	4
ENSMUSG00000074635	3110070M22Rik	13
ENSMUSG00000093129	Gm24368	5
ENSMUSG00000065819	Gm24693	8
ENSMUSG00000093388	Gm22655	7
ENSMUSG00000087981	Gm22227	8
ENSMUSG00000077553	Gm23176	9
ENSMUSG00000005824	Tnfsf14	17
ENSMUSG00000095732	Gm25311	6
ENSMUSG00000094507	Gm21913	Y
ENSMUSG00000065305	Gm23246	19
ENSMUSG00000070078	Mir463	X
ENSMUSG00000095247	Ccl27a	JH584293.1
ENSMUSG00000077236	Gm22439	2
ENSMUSG00000098493	Mir6383	X
ENSMUSG00000092673	Mir3067	12
ENSMUSG00000095000	Gm25171	7
ENSMUSG00000062561	Gm10118	10
ENSMUSG00000095635	Gm22951	15
ENSMUSG00000094833	Gm25473	5
ENSMUSG00000093082	Gm24322	5
ENSMUSG00000092914	Gm24084	10
ENSMUSG00000088671	Gm23662	7
ENSMUSG00000077463	Gm26418	1
ENSMUSG00000105567	Gm44305	12
ENSMUSG00000090551	A730015C16Rik	4
ENSMUSG00000089622	Gm25447	17
ENSMUSG00000095031	Gm22348	7
ENSMUSG00000094565	Gm25229	7
ENSMUSG00000080384	Gm22105	10
ENSMUSG00000091775	Gm16494	17
ENSMUSG00000088638	Gm25846	3
ENSMUSG00000089312	Gm22257	X
ENSMUSG00000077095	Gm24342	2
ENSMUSG00000089229	Gm25043	13
ENSMUSG00000098588	Mir6340	2
ENSMUSG00000098347	Mir6339	2
ENSMUSG00000089392	Gm23023	10
ENSMUSG00000084592	Mir1898	15
ENSMUSG00000064517	Gm22454	9
ENSMUSG00000096219	n-R5s93	8
ENSMUSG00000070511	Gm10295	7
ENSMUSG00000076258	Gm23935	16
ENSMUSG00000096309	Gm25208	14
ENSMUSG00000064405	Gm23925	2
ENSMUSG00000065737	Gm24490	8
ENSMUSG00000077409	Gm25416	7
ENSMUSG00000084637	n-R5s14	X
ENSMUSG00000089061	Gm22839	6
ENSMUSG00000023013	Aqp2	15
ENSMUSG00000070227	Gm24704	3
ENSMUSG00000096398	Gm23689	16
ENSMUSG00000064686	Gm25810	16
ENSMUSG00000034616	Ssh3	19
ENSMUSG00000077793	Gm25565	Y
ENSMUSG00000033417	Cacul1	19
ENSMUSG00000023041	Krt6b	15
ENSMUSG00000093101	Gm25533	7
ENSMUSG00000088715	Gm22727	1
ENSMUSG00000084621	Gm25106	11
ENSMUSG00000033107	Rnf125	18
ENSMUSG00000076036	Gm22133	7
ENSMUSG00000088151	Gm26347	10
ENSMUSG00000106221	AL626808.1	4
ENSMUSG00000076042	Mir710	8
ENSMUSG00000089189	Gm22943	17
ENSMUSG00000098431	Mir7666	8
ENSMUSG00000087819	Gm25117	10
ENSMUSG00000096384	Gm25352	3
ENSMUSG00000023806	Rsph3b	17
ENSMUSG00000065427	Mir429	4
ENSMUSG00000096895	Gm25245	16
ENSMUSG00000096817	Gm25084	13
ENSMUSG00000088098	Gm23674	18
ENSMUSG00000099185	Mir7662	10
ENSMUSG00000080566	Gm26044	5
ENSMUSG00000064642	Gm23299	8
ENSMUSG00000092966	Gm22240	19
ENSMUSG00000077642	Gm24984	10
ENSMUSG00000077677	Gm24468	4
ENSMUSG00000088408	Gm25881	2
ENSMUSG00000064992	Gm22421	3
ENSMUSG00000088440	Gm23555	18
ENSMUSG00000099169	Mir7j	3
ENSMUSG00000094943	Gm25753	2
ENSMUSG00000095506	Gm22448	16
ENSMUSG00000065387	n-R5s85	9
ENSMUSG00000098473	Mir7083	9
ENSMUSG00000094121	Ccl21b	GL456350.1
ENSMUSG00000084560	Gm26478	2
ENSMUSG00000093011	Mir100	9
ENSMUSG00000067614	Krt86	15
ENSMUSG00000093928	Gm23863	Y
ENSMUSG00000065392	Gm25894	19
ENSMUSG00000065875	Gm25684	7
ENSMUSG00000077501	Gm24230	6
ENSMUSG00000089078	Gm24502	5
ENSMUSG00000088775	Gm26037	1
ENSMUSG00000098385	Gm27500	4
ENSMUSG00000098883	Gm27430	1
ENSMUSG00000084446	n-R5s207	2
ENSMUSG00000092765	Gm23363	2
ENSMUSG00000089066	Gm22836	9
ENSMUSG00000095645	n-R5s143	8
ENSMUSG00000079740	Gm11172	16
ENSMUSG00000089298	Gm24636	4
ENSMUSG00000084705	n-R5s63	12
ENSMUSG00000080411	Mir1193	12
ENSMUSG00000087908	Gm22034	1
ENSMUSG00000037013	Ss18	18
ENSMUSG00000088028	Gm22141	9
ENSMUSG00000089206	Gm26214	1
ENSMUSG00000089038	Gm22164	14
ENSMUSG00000098981	Mir7236	11
ENSMUSG00000084645	Gm24380	X
ENSMUSG00000079764	AC087559.1	GL456350.1
ENSMUSG00000065803	Gm23040	7
ENSMUSG00000093032	Gm23631	7
ENSMUSG00000070258	Gm25207	X
ENSMUSG00000105998	Gm44324	12
ENSMUSG00000096245	Gm24269	9
ENSMUSG00000080610	Snord110	2
ENSMUSG00000049882	Vcpkmt	12
ENSMUSG00000075908	Gm23940	19
ENSMUSG00000047509	Gm6776	19
ENSMUSG00000024535	Snx24	18
ENSMUSG00000093428	Gm26318	X
ENSMUSG00000098887	Mir6413	10
ENSMUSG00000098280	Mir7687	8
ENSMUSG00000092847	Mir344d-1	7
ENSMUSG00000088855	Gm24724	19
ENSMUSG00000093515	Mir1231	1
ENSMUSG00000077259	Gm23979	12
ENSMUSG00000105847	Mir7650	9
ENSMUSG00000064468	Gm25081	2
ENSMUSG00000089081	Gm24002	4
ENSMUSG00000066620	Gm4883	7
ENSMUSG00000088228	Gm22603	11
ENSMUSG00000018830	Myh11	16
ENSMUSG00000084477	Gm25780	6
ENSMUSG00000076256	Mir19b-1	14
ENSMUSG00000047347	Tdg-ps	15
ENSMUSG00000098259	Gm27616	1
ENSMUSG00000092675	Gm25262	4
ENSMUSG00000096550	Gm16367	JH584299.1
ENSMUSG00000037064	Gm5229	17
ENSMUSG00000053588	A730061H03Rik	14
ENSMUSG00000034295	Fhod3	18
ENSMUSG00000088737	Gm23899	14
ENSMUSG00000070084	Mir486	8
ENSMUSG00000056257	Gm5447	13
ENSMUSG00000093214	Gm25248	12
ENSMUSG00000084428	Gm25102	17
ENSMUSG00000080545	Gm22713	3
ENSMUSG00000095971	Gm26436	4
ENSMUSG00000094855	AC133095.1	JH584299.1
ENSMUSG00000084506	Gm23792	1
ENSMUSG00000098441	Mir6537	7
ENSMUSG00000064889	Gm24200	9
ENSMUSG00000088191	Gm23903	15
ENSMUSG00000084635	Gm23883	10
ENSMUSG00000076127	Mir718	X
ENSMUSG00000094962	Gm21954	3
ENSMUSG00000036743	Psma8	18
ENSMUSG00000077761	Gm25214	2
ENSMUSG00000084432	Gm23426	19
ENSMUSG00000093219	Mir3113	X
ENSMUSG00000065254	Gm23973	7
ENSMUSG00000089304	Gm24844	15
ENSMUSG00000088022	Gm22146	17
ENSMUSG00000091900	Gm4353	7
ENSMUSG00000098986	Gm28006	19
ENSMUSG00000088577	Gm25456	9
ENSMUSG00000088895	Gm22519	15
ENSMUSG00000042895	Abra	15
ENSMUSG00000033047	Eif3l	15
ENSMUSG00000084469	Gm22956	5
ENSMUSG00000089145	Gm25265	2
ENSMUSG00000092999	Gm23921	7
ENSMUSG00000089091	Gm25656	6
ENSMUSG00000098647	CAAA01064564.1	GL456381.1
ENSMUSG00000098948	Gm27640	11
ENSMUSG00000096042	Vmn2r125	4
ENSMUSG00000088180	Gm22218	14
ENSMUSG00000088790	Gm22541	4
ENSMUSG00000106088	Gm44342	15
ENSMUSG00000067889	Sptbn2	19
ENSMUSG00000105413	AL596383.1	11
ENSMUSG00000088543	Gm24961	16
ENSMUSG00000022676	Snai2	16
ENSMUSG00000054178	Gm9938	19
ENSMUSG00000047953	Gp5	16
ENSMUSG00000058281	Gm10038	2
ENSMUSG00000099103	Gm27901	7
ENSMUSG00000080518	Gm22193	8
ENSMUSG00000065555	Mir219a-1	17
ENSMUSG00000071042	Rasgrp3	17
ENSMUSG00000076370	Gm22369	19
ENSMUSG00000089543	Gm25836	4
ENSMUSG00000077622	Gm23836	4
ENSMUSG00000053861	Gm9925	18
ENSMUSG00000095186	Gm10718	9
ENSMUSG00000104657	AL928567.1	11
ENSMUSG00000084479	Gm26424	4
ENSMUSG00000024764	Naa40	19
ENSMUSG00000098300	Mir6540	16
ENSMUSG00000065238	Gm22970	14
ENSMUSG00000093684	Gm27857	14
ENSMUSG00000053121	Gm5129	5
ENSMUSG00000093184	Gm25693	11
ENSMUSG00000093919	Gm20760	4
ENSMUSG00000099095	Mir6376	6
ENSMUSG00000088547	Gm24965	4
ENSMUSG00000094551	Gm22392	15
ENSMUSG00000022453	Naga	15
ENSMUSG00000092978	Gm25070	15
ENSMUSG00000078380	Gm6096	7
ENSMUSG00000096790	Gm22995	10
ENSMUSG00000094129	Gm23944	7
ENSMUSG00000098661	Mir7052	7
ENSMUSG00000088495	Gm24398	11
ENSMUSG00000089039	Gm22165	3
ENSMUSG00000093208	Gm27325	18
ENSMUSG00000087717	Gm25824	18
ENSMUSG00000087985	Gm22223	8
ENSMUSG00000088889	Gm24211	11
ENSMUSG00000073995	Gm10604	4
ENSMUSG00000096018	Gm26435	9
ENSMUSG00000099302	Gm27421	2
ENSMUSG00000024560	Cxxc1	18
ENSMUSG00000099039	Gm27928	14
ENSMUSG00000003779	Kif20a	18
ENSMUSG00000089194	Gm25769	4
ENSMUSG00000088073	Gm22817	4
ENSMUSG00000091742	Gm5093	17
ENSMUSG00000065385	n-R5s153	7
ENSMUSG00000088852	Gm24731	12
ENSMUSG00000095744	Gm22476	13
ENSMUSG00000098994	Gm27599	17
ENSMUSG00000088498	Gm24402	1
ENSMUSG00000078488	Gm10945	10
ENSMUSG00000065669	Gm22581	3
ENSMUSG00000064398	Gm23628	X
ENSMUSG00000095330	Gm21834	17
ENSMUSG00000065380	Gm23095	19
ENSMUSG00000065291	Gm26125	X
ENSMUSG00000094979	Gm25253	1
ENSMUSG00000077928	Mir208b	14
ENSMUSG00000084641	n-R5s21	19
ENSMUSG00000077113	Mir466p	2
ENSMUSG00000089177	Gm22435	X
ENSMUSG00000074213	Gm10642	9
ENSMUSG00000093757	Mir5623	19
ENSMUSG00000076972	Mir193b	16
ENSMUSG00000023905	Tnfrsf12a	17
ENSMUSG00000064646	Gm23300	19
ENSMUSG00000065283	Gm24454	11
ENSMUSG00000096076	Gm23962	7
ENSMUSG00000064845	Gm26203	1
ENSMUSG00000077237	Gm22438	1
ENSMUSG00000073291	Gm10491	X
ENSMUSG00000064726	Gm25854	12
ENSMUSG00000077980	Mir654	12
ENSMUSG00000089586	Gm25348	17
ENSMUSG00000077661	n-R5s51	14
ENSMUSG00000071661	Zbtb3	19
ENSMUSG00000065341	Gm25579	7
ENSMUSG00000096231	Gm22584	7
ENSMUSG00000084673	n-R5s191	4
ENSMUSG00000084447	Gm26251	14
ENSMUSG00000023982	Guca1a	17
ENSMUSG00000099176	Mir6238	7
ENSMUSG00000080536	Gm25539	6
ENSMUSG00000088348	Gm23865	2
ENSMUSG00000091580	Gm6467	16
ENSMUSG00000098868	Gm27466	Y
ENSMUSG00000092949	Gm23394	12
ENSMUSG00000084602	n-R5s34	16
ENSMUSG00000077445	Gm23128	8
ENSMUSG00000065438	Mir377	12
ENSMUSG00000072214	Sept5	16
ENSMUSG00000092891	Gm23810	3
ENSMUSG00000024846	Cst6	19
ENSMUSG00000075036	Gm10805	2
ENSMUSG00000106580	Mir7231	6
ENSMUSG00000076227	Gm25593	11
ENSMUSG00000022629	Kif21a	15
ENSMUSG00000077278	Gm22778	13
ENSMUSG00000092706	Gm24510	17
ENSMUSG00000104755	Mir677	10
ENSMUSG00000093935	Gm25529	9
ENSMUSG00000079175	Gm11060	2
ENSMUSG00000092647	Gm22234	12
ENSMUSG00000065530	Mir99a	16
ENSMUSG00000088734	Gm23896	5
ENSMUSG00000088260	Gm24780	3
ENSMUSG00000064437	Snord49b	11
ENSMUSG00000088063	Gm24477	2
ENSMUSG00000094681	Gm25740	10
ENSMUSG00000093273	Mir3064	11
ENSMUSG00000095927	Gm21822	Y
ENSMUSG00000084633	Gm23886	8
ENSMUSG00000088094	Gm23670	3
ENSMUSG00000065559	Mir206	1
ENSMUSG00000054008	Ndst1	18
ENSMUSG00000093046	Mir3081	16
ENSMUSG00000056185	Snx32	19
ENSMUSG00000095883	Gm26430	18
ENSMUSG00000001910	Nacc1	8
ENSMUSG00000095207	CR974586.1	JH584293.1
ENSMUSG00000093829	Gm24798	13
ENSMUSG00000099157	Gm27804	18
ENSMUSG00000096095	Gm26332	7
ENSMUSG00000014763	Fam120b	17
ENSMUSG00000077293	Gm24125	4
ENSMUSG00000047641	Krt87	15
ENSMUSG00000075485	Gm10842	11
ENSMUSG00000089625	Gm25443	19
ENSMUSG00000093298	Mir3473b	10
ENSMUSG00000088583	Gm22965	5
ENSMUSG00000065143	Gm25644	19
ENSMUSG00000065282	Gm24455	9
ENSMUSG00000077231	Gm25096	1
ENSMUSG00000024512	Dynap	18
ENSMUSG00000064440	Gm26224	1
ENSMUSG00000062464	Cyp4f37	17
ENSMUSG00000039098	Gm9767	10
ENSMUSG00000064582	Gm25135	17
ENSMUSG00000076377	Gm22370	10
ENSMUSG00000089050	Gm23353	10
ENSMUSG00000065746	Gm25005	18
ENSMUSG00000088621	Gm23033	15
ENSMUSG00000077744	Gm26343	3
ENSMUSG00000091008	Gm17472	6
ENSMUSG00000076270	Mir719	14
ENSMUSG00000077152	Gm24579	16
ENSMUSG00000090718	Gm17376	4
ENSMUSG00000088550	Gm22099	9
ENSMUSG00000089593	Gm26159	16
ENSMUSG00000099304	Gm27420	2
ENSMUSG00000092633	Mir3962	1
ENSMUSG00000095025	Gm24018	13
ENSMUSG00000084508	Gm25325	3
ENSMUSG00000064389	Gm26446	1
ENSMUSG00000093013	Gm22461	11
ENSMUSG00000080331	Mir1298	X
ENSMUSG00000043683	Fem1a	17
ENSMUSG00000077040	Gm26209	X
ENSMUSG00000049090	Zadh2	18
ENSMUSG00000087983	Gm22225	X
ENSMUSG00000088942	Gm23260	8
ENSMUSG00000104890	Mir3084-1	19
ENSMUSG00000070214	Gm23058	10
ENSMUSG00000077783	Gm23907	15
ENSMUSG00000095020	Gm24020	13
ENSMUSG00000089035	Gm22157	13
ENSMUSG00000064995	Gm26003	2
ENSMUSG00000098965	Gm27844	1
ENSMUSG00000093097	Mir3097	5
ENSMUSG00000094630	n-R5s92	9
ENSMUSG00000093914	Gm22166	2
ENSMUSG00000055872	Gm9985	10
ENSMUSG00000089258	Gm25711	15
ENSMUSG00000104812	Gm44329	1
ENSMUSG00000084587	n-R5s174	5
ENSMUSG00000088786	Gm25372	15
ENSMUSG00000088516	Gm23044	10
ENSMUSG00000088874	Gm25863	3
ENSMUSG00000080370	Gm22952	4
ENSMUSG00000024749	Tmc1	19
ENSMUSG00000095282	Gm22548	1
ENSMUSG00000089290	Gm23207	18
ENSMUSG00000093879	Gm25457	1
ENSMUSG00000071655	Ubxn1	19
ENSMUSG00000092822	Gm23162	4
ENSMUSG00000088332	Gm22847	5
ENSMUSG00000055471	Alk	17
ENSMUSG00000065072	Gm24533	6
ENSMUSG00000033837	Foxh1	15
ENSMUSG00000080516	Gm22197	8
ENSMUSG00000088925	Gm24297	10
ENSMUSG00000077629	Gm23769	17
ENSMUSG00000094812	Gm22614	3
ENSMUSG00000087992	Gm25059	9
ENSMUSG00000088878	Gm25868	X
ENSMUSG00000098388	Mir8109	8
ENSMUSG00000094665	Gm24873	13
ENSMUSG00000077208	Gm25607	9
ENSMUSG00000089235	Gm23119	18
ENSMUSG00000089037	Gm22159	1
ENSMUSG00000098805	Gm27470	7
ENSMUSG00000067596	Krt74	15
ENSMUSG00000084545	n-R5s80	10
ENSMUSG00000077796	Gm25562	9
ENSMUSG00000064805	Gm24037	2
ENSMUSG00000096782	Gm24640	2
ENSMUSG00000098726	Mir6417	5
ENSMUSG00000092644	Gm23564	11
ENSMUSG00000092974	Gm25072	15
ENSMUSG00000088279	Gm23120	11
ENSMUSG00000088047	Gm23325	X
ENSMUSG00000093206	Gm22413	X
ENSMUSG00000070072	Mir433	12
ENSMUSG00000099245	Mir8098	14
ENSMUSG00000098595	Gm27957	15
ENSMUSG00000076946	Mir582	13
ENSMUSG00000070080	Mir431	12
ENSMUSG00000065432	Mir208a	14
ENSMUSG00000095154	Mir344i	7
ENSMUSG00000045629	Sh3tc2	18
ENSMUSG00000106236	Gm38670	7
ENSMUSG00000077581	Gm24373	3
ENSMUSG00000096913	Gm24866	7
ENSMUSG00000087991	Gm25057	15
ENSMUSG00000080419	Gm26475	X
ENSMUSG00000095222	Mir467a-9	2
ENSMUSG00000042041	2010003K11Rik	19
ENSMUSG00000061665	Cd2ap	17
ENSMUSG00000065196	Snord85	4
ENSMUSG00000070075	Mir490	6
ENSMUSG00000076218	Mir692-1	17
ENSMUSG00000098378	Gm27864	8
ENSMUSG00000064717	Gm24208	12
ENSMUSG00000065127	Gm26127	2
ENSMUSG00000080662	Mir1b	18
ENSMUSG00000025090	Ccdc172	19
ENSMUSG00000084704	n-R5s216	1
ENSMUSG00000087816	Gm25116	18
ENSMUSG00000024922	Ovol1	19
ENSMUSG00000106439	Gm44327	3
ENSMUSG00000077791	Gm25563	12
ENSMUSG00000088891	Gm22516	2
ENSMUSG00000079794	AC125149.2	GL456210.1
ENSMUSG00000096237	CT868723.1	JH584294.1
ENSMUSG00000089226	Gm22076	12
ENSMUSG00000095233	Gm26378	18
ENSMUSG00000065343	Gm25580	6
ENSMUSG00000094165	Gm26073	2
ENSMUSG00000089342	Gm22666	X
ENSMUSG00000088246	Gm25911	1
ENSMUSG00000089045	Gm26169	1
ENSMUSG00000093223	Gm27903	15
ENSMUSG00000088153	Gm26348	1
ENSMUSG00000089291	Gm23208	1
ENSMUSG00000048799	Cep120	18
ENSMUSG00000077785	Gm23910	12
ENSMUSG00000080349	Gm24590	12
ENSMUSG00000049670	Morn4	19
ENSMUSG00000098408	Mir6237	9
ENSMUSG00000075014	Gm10800	2
ENSMUSG00000057417	Dcpp3	17
ENSMUSG00000094303	AC165294.1	JH584297.1
ENSMUSG00000022682	Rrn3	16
ENSMUSG00000098454	Mir7032	5
ENSMUSG00000093190	Gm22875	2
ENSMUSG00000062154	Tex33	15
ENSMUSG00000077704	Snord89	1
ENSMUSG00000077252	Gm26077	1
ENSMUSG00000077625	Snord4a	11
ENSMUSG00000052005	Gm9864	2
ENSMUSG00000093690	Mir5619	5
ENSMUSG00000094750	Gm25019	6
ENSMUSG00000093107	Mir1839	7
ENSMUSG00000024815	Trpd52l3	19
ENSMUSG00000064824	Gm22443	19
ENSMUSG00000065532	Mir187	18
ENSMUSG00000077609	Gm25795	X
ENSMUSG00000106349	Gm44387	8
ENSMUSG00000088703	Gm25555	17
ENSMUSG00000094309	Btbd35f1	X
ENSMUSG00000105911	Snora16a	4
ENSMUSG00000065872	Gm25681	3
ENSMUSG00000088832	Gm23543	6
ENSMUSG00000084579	Gm23661	5
ENSMUSG00000049164	Zfp518a	19
ENSMUSG00000106600	Mir6915	10
ENSMUSG00000088364	Gm28020	15
ENSMUSG00000084454	Gm24592	6
ENSMUSG00000093140	Mir28b	8
ENSMUSG00000094214	Gm23448	1
ENSMUSG00000064429	Gm22747	7
ENSMUSG00000077291	Gm24124	19
ENSMUSG00000077457	Snord65	11
ENSMUSG00000089299	Gm24637	1
ENSMUSG00000096110	Gm26270	7
ENSMUSG00000038059	Smim3	18
ENSMUSG00000098836	Gm27572	13
ENSMUSG00000089335	Gm24348	6
ENSMUSG00000096504	Mir465b-2	X
ENSMUSG00000003228	Grk5	19
ENSMUSG00000062456	Rpl9-ps6	19
ENSMUSG00000077644	Gm24982	7
ENSMUSG00000089555	Mir1933	11
ENSMUSG00000084631	Gm23885	1
ENSMUSG00000033610	Pank1	19
ENSMUSG00000084595	n-R5s188	4
ENSMUSG00000093054	Gm24811	3
ENSMUSG00000088848	Gm26352	1
ENSMUSG00000067716	Gm7275	16
ENSMUSG00000065523	Mir192	19
ENSMUSG00000088951	Gm24940	1
ENSMUSG00000088446	Gm23556	X
ENSMUSG00000088501	Gm22788	18
ENSMUSG00000065546	Mir196a-1	11
ENSMUSG00000065049	Gm24041	15
ENSMUSG00000096969	4930535I16Rik	4
ENSMUSG00000089349	Gm22670	4
ENSMUSG00000094405	Gm23143	4
ENSMUSG00000090790	Gm17377	17
ENSMUSG00000077717	Gm25726	6
ENSMUSG00000094474	AC123873.2	JH584299.1
ENSMUSG00000084607	Gm22208	15
ENSMUSG00000065556	Mir101b	19
ENSMUSG00000023828	Slc22a3	17
ENSMUSG00000052471	Gm9881	16
ENSMUSG00000088687	Gm23996	10
ENSMUSG00000105169	Gm44476	18
ENSMUSG00000098780	Mir6390	14
ENSMUSG00000033006	Sox10	15
ENSMUSG00000093356	Gm23289	12
ENSMUSG00000093178	Snord87	1
ENSMUSG00000077749	Gm26341	10
ENSMUSG00000084507	Gm25321	8
ENSMUSG00000025212	Sfxn3	19
ENSMUSG00000094386	Gm25066	5
ENSMUSG00000094875	Gm23151	5
ENSMUSG00000076949	Gm22066	3
ENSMUSG00000077244	Gm23274	1
ENSMUSG00000024587	Nars	18
ENSMUSG00000077424	Gm24279	5
ENSMUSG00000084442	Gm26253	11
ENSMUSG00000088295	Gm26410	4
ENSMUSG00000065266	Gm23454	X
ENSMUSG00000076052	Mir541	12
ENSMUSG00000089033	Gm22163	16
ENSMUSG00000094785	Gm24661	17
ENSMUSG00000089005	Gm23856	9
ENSMUSG00000088916	Gm22607	1
ENSMUSG00000096017	Gm26502	7
ENSMUSG00000089157	Gm22425	6
ENSMUSG00000064779	Gm22997	2
ENSMUSG00000022428	Cby1	15
ENSMUSG00000039529	Atp8b1	18
ENSMUSG00000105438	Mir7094-1	12
ENSMUSG00000088710	Gm22730	8
ENSMUSG00000093878	Gm25458	6
ENSMUSG00000098704	Mir6934	11
ENSMUSG00000089073	Gm23380	2
ENSMUSG00000099247	Gm27541	10
ENSMUSG00000077847	Mir105	X
ENSMUSG00000098968	Gm27843	X
ENSMUSG00000065030	n-R5s160	6
ENSMUSG00000093152	Gm25032	9
ENSMUSG00000041238	Rbbp8	18
ENSMUSG00000064621	Gm26922	12
ENSMUSG00000107108	Gm9936	5
ENSMUSG00000088154	Gm25637	4
ENSMUSG00000104840	Mir7230	5
ENSMUSG00000065583	Mir218-2	11
ENSMUSG00000088088	Rmrp	4
ENSMUSG00000064802	Gm24036	11
ENSMUSG00000087721	Gm26280	1
ENSMUSG00000088999	Gm22763	6
ENSMUSG00000096850	Gm21748	Y
ENSMUSG00000089615	Gm23774	13
ENSMUSG00000080586	Mir1187	5
ENSMUSG00000078907	Fam186b	15
ENSMUSG00000096113	Mir466b-5	2
ENSMUSG00000080659	Gm24484	19
ENSMUSG00000092868	Mir5113	15
ENSMUSG00000088122	Gm26069	4
ENSMUSG00000064766	Gm26458	11
ENSMUSG00000093348	Mir3101	7
ENSMUSG00000064772	Gm25202	X
ENSMUSG00000091423	Gm17509	13
ENSMUSG00000098730	Mir6407	19
ENSMUSG00000080622	Gm22676	2
ENSMUSG00000043972	Opn5	17
ENSMUSG00000098827	Gm27399	11
ENSMUSG00000088926	Gm22687	2
ENSMUSG00000098582	Mir7080	8
ENSMUSG00000093228	Gm25748	1
ENSMUSG00000065673	Gm24258	14
ENSMUSG00000077565	Gm23201	2
ENSMUSG00000084638	Gm23889	9
ENSMUSG00000025019	Lcor	19
ENSMUSG00000088400	Gm25889	11
ENSMUSG00000024352	Spata24	18
ENSMUSG00000088700	Gm25554	2
ENSMUSG00000095529	Gm23612	16
ENSMUSG00000088537	Gm23279	3
ENSMUSG00000096599	n-R5s114	8
ENSMUSG00000088714	Gm22726	14
ENSMUSG00000098690	Gm27316	5
ENSMUSG00000094476	Gm25934	7
ENSMUSG00000106626	Gm44302	15
ENSMUSG00000024366	Gfra3	18
ENSMUSG00000096358	n-R5s131	8
ENSMUSG00000045631	Tmprss12	15
ENSMUSG00000065016	Snora3	7
ENSMUSG00000076236	Mir682	13
ENSMUSG00000106152	Gm44413	6
ENSMUSG00000064715	Gm24207	14
ENSMUSG00000098711	Gm28030	5
ENSMUSG00000076318	Mir216b	11
ENSMUSG00000089599	Gm26157	11
ENSMUSG00000077320	Gm22284	11
ENSMUSG00000064904	Gm25404	3
ENSMUSG00000098898	Gm27754	10
ENSMUSG00000093762	Gm25591	10
ENSMUSG00000077685	Gm22498	14
ENSMUSG00000080649	Gm26156	2
ENSMUSG00000088193	Gm23905	17
ENSMUSG00000092687	Gm25744	17
ENSMUSG00000088949	Gm24931	5
ENSMUSG00000098502	Gm27511	11
ENSMUSG00000093292	Mir5118	16
ENSMUSG00000080406	Mir1188	12
ENSMUSG00000093010	Gm22460	13
ENSMUSG00000098544	Mir7211	10
ENSMUSG00000092683	Gm25747	12
ENSMUSG00000080499	Gm25338	2
ENSMUSG00000095198	Mir467a-3	2
ENSMUSG00000105288	Gm25820	3
ENSMUSG00000076454	Mir762	7
ENSMUSG00000092985	Mir378b	11
ENSMUSG00000089451	Gm24226	10
ENSMUSG00000065012	Gm23507	11
ENSMUSG00000096211	Gm23330	3
ENSMUSG00000099222	Mir7213	15
ENSMUSG00000098276	Mir6358	18
ENSMUSG00000089357	Mir2137	X
ENSMUSG00000095245	Gm24753	15
ENSMUSG00000025049	Taf5	19
ENSMUSG00000096675	Gm24519	13
ENSMUSG00000105131	AC069308.1	8
ENSMUSG00000076190	Gm23256	7
ENSMUSG00000064575	Gm25798	7
ENSMUSG00000062591	Tubb4a	17
ENSMUSG00000087876	Gm26102	8
ENSMUSG00000065611	Mir23a	8
ENSMUSG00000076376	Mir674	2
ENSMUSG00000099030	Mir6394	7
ENSMUSG00000036304	Zdhhc23	16
ENSMUSG00000070178	n-R5s71	11
ENSMUSG00000096445	Dcpp1	17
ENSMUSG00000104827	Gm24826	1
ENSMUSG00000087956	Gm22561	19
ENSMUSG00000088883	Gm24212	8
ENSMUSG00000088310	Gm26183	19
ENSMUSG00000099204	Gm27943	1
ENSMUSG00000084527	Gm24185	3
ENSMUSG00000095986	Gm23053	6
ENSMUSG00000093346	Gm26115	19
ENSMUSG00000088261	Gm24781	8
ENSMUSG00000024544	Ldlrad4	18
ENSMUSG00000087812	Gm25115	14
ENSMUSG00000024425	Ndfip1	18
ENSMUSG00000024665	Fads2	19
ENSMUSG00000077354	Gm26286	5
ENSMUSG00000089151	Mir1950	19
ENSMUSG00000077328	Gm25832	1
ENSMUSG00000073471	Rsph3a	17
ENSMUSG00000064637	Snora20	17
ENSMUSG00000065379	Gm22743	11
ENSMUSG00000087804	Gm23434	1
ENSMUSG00000022542	Sept12	16
ENSMUSG00000095641	Gm25615	7
ENSMUSG00000087754	Gm23470	14
ENSMUSG00000104750	n-TStga1	13
